protein id	RAW
5945seudomonas_347	8800
435seudomonas_435	6190
3837seudomonas_659	4154
6209seudomonas_37	3275
2667seudomonas_441	3083
1929seudomonas_38	2421
5052seudomonas_34	2226
4045seudomonas_867	1753
4655seudomonas_101	953
1255seudomonas_449	946
1386seudomonas_11	924
3295seudomonas_117	868
1951seudomonas_60	836
1122seudomonas_316	784
4686seudomonas_132	779
6415seudomonas_243	752
5451seudomonas_40	747
3294seudomonas_116	665
4799seudomonas_245	658
2211seudomonas_320	653
3296seudomonas_118	649
2777seudomonas_71	617
4272seudomonas_1094	593
1305seudomonas_47	562
3957seudomonas_779	557
1066seudomonas_260	546
1930seudomonas_39	533
3639seudomonas_461	493
2418seudomonas_192	492
5491seudomonas_80	443
2092seudomonas_201	418
3923seudomonas_745	410
4033seudomonas_855	408
4687seudomonas_133	401
6355seudomonas_183	400
6228seudomonas_56	398
2212seudomonas_321	397
2904seudomonas_198	389
5105seudomonas_87	387
180seudomonas_180	372
1452seudomonas_77	367
1895seudomonas_4	367
1339seudomonas_81	359
4375seudomonas_1197	350
1293seudomonas_35	346
6027seudomonas_429	346
2183seudomonas_292	341
720seudomonas_720	318
922seudomonas_116	300
2736seudomonas_30	293
6202seudomonas_30	287
2610seudomonas_384	274
966seudomonas_160	271
3481seudomonas_303	267
1092seudomonas_286	265
5632seudomonas_34	262
5664seudomonas_66	252
3285seudomonas_107	248
3961seudomonas_783	245
3056seudomonas_350	244
3287seudomonas_109	244
1692seudomonas_85	242
2921seudomonas_215	234
11seudomonas_11	232
234seudomonas_234	228
3718seudomonas_540	225
6078seudomonas_28	223
2216seudomonas_325	220
4647seudomonas_93	216
3305seudomonas_127	211
3599seudomonas_421	209
1146seudomonas_340	204
3064seudomonas_358	203
4695seudomonas_141	200
2347seudomonas_121	198
6081seudomonas_31	197
3308seudomonas_130	196
2932seudomonas_226	194
1260seudomonas_2	191
1309seudomonas_51	191
1981seudomonas_90	190
2296seudomonas_70	183
2152seudomonas_261	181
647seudomonas_647	181
4882seudomonas_328	176
2586seudomonas_360	175
6111seudomonas_61	175
1357seudomonas_99	174
223seudomonas_223	173
4307seudomonas_1129	172
3289seudomonas_111	170
4260seudomonas_1082	164
913seudomonas_107	164
4164seudomonas_986	163
1013seudomonas_207	162
184seudomonas_184	162
3302seudomonas_124	160
4800seudomonas_246	159
1427seudomonas_52	157
5626seudomonas_28	156
4637seudomonas_83	154
625seudomonas_625	154
1848seudomonas_36	152
2968seudomonas_262	152
1401seudomonas_26	151
3691seudomonas_513	148
5582seudomonas_171	148
2139seudomonas_248	146
824seudomonas_18	146
3903seudomonas_725	143
1503seudomonas_128	142
930seudomonas_124	142
4454seudomonas_1276	137
2868seudomonas_162	136
