protein id	RAW
4045seudomonas_867	4987
2211seudomonas_320	4088
1951seudomonas_60	3848
4686seudomonas_132	3701
3923seudomonas_745	3637
2212seudomonas_321	3003
6081seudomonas_31	2451
3405seudomonas_227	2392
6209seudomonas_37	2333
4799seudomonas_245	2055
5945seudomonas_347	1819
435seudomonas_435	1810
1929seudomonas_38	1753
3639seudomonas_461	1703
1386seudomonas_11	1495
3961seudomonas_783	1401
2418seudomonas_192	1369
2409seudomonas_183	1357
3837seudomonas_659	1312
3294seudomonas_116	1267
4882seudomonas_328	1227
2410seudomonas_184	1221
1255seudomonas_449	1190
3056seudomonas_350	1134
3285seudomonas_107	1130
5622seudomonas_24	1106
4655seudomonas_101	1078
6355seudomonas_183	1001
5491seudomonas_80	962
1122seudomonas_316	961
5359seudomonas_341	930
3890seudomonas_712	892
1309seudomonas_51	840
1339seudomonas_81	821
3295seudomonas_117	797
234seudomonas_234	796
3510seudomonas_332	754
4057seudomonas_879	732
3296seudomonas_118	716
1427seudomonas_52	697
3468seudomonas_290	696
4692seudomonas_138	683
3903seudomonas_725	680
1305seudomonas_47	666
6128seudomonas_78	662
2082seudomonas_191	659
4487seudomonas_1309	659
4694seudomonas_140	656
3064seudomonas_358	655
1066seudomonas_260	654
2565seudomonas_339	640
1146seudomonas_340	634
922seudomonas_116	634
2503seudomonas_277	628
2904seudomonas_198	622
3262seudomonas_84	600
4033seudomonas_855	571
3289seudomonas_111	567
180seudomonas_180	549
1452seudomonas_77	535
2777seudomonas_71	530
6295seudomonas_123	509
3957seudomonas_779	490
2667seudomonas_441	485
5633seudomonas_35	482
3287seudomonas_109	475
4689seudomonas_135	474
6228seudomonas_56	471
913seudomonas_107	471
3772seudomonas_594	458
3066seudomonas_360	441
1981seudomonas_90	435
4634seudomonas_80	434
4647seudomonas_93	430
2968seudomonas_262	421
4272seudomonas_1094	421
3481seudomonas_303	409
941seudomonas_135	407
2502seudomonas_276	402
3661seudomonas_483	402
5451seudomonas_40	400
2099seudomonas_208	382
4978seudomonas_424	378
2152seudomonas_261	371
4800seudomonas_246	368
3499seudomonas_321	360
4687seudomonas_133	359
1503seudomonas_128	358
184seudomonas_184	355
2610seudomonas_384	350
2890seudomonas_184	349
1930seudomonas_39	347
2216seudomonas_325	343
2921seudomonas_215	330
4779seudomonas_225	330
4695seudomonas_141	327
6078seudomonas_28	319
5595seudomonas_184	317
6027seudomonas_429	317
2784seudomonas_78	301
1936seudomonas_45	300
2397seudomonas_171	298
5632seudomonas_34	297
6413seudomonas_241	293
5446seudomonas_35	292
1895seudomonas_4	286
3650seudomonas_472	284
192seudomonas_192	283
658seudomonas_658	283
2305seudomonas_79	280
4677seudomonas_123	274
2891seudomonas_185	273
4379seudomonas_1201	269
1934seudomonas_43	263
5422seudomonas_11	253
359seudomonas_359	249
5052seudomonas_34	249
5958seudomonas_360	246
1092seudomonas_286	245
