protein id	RAW
4799seudomonas_245	4264
4686seudomonas_132	2639
1951seudomonas_60	2627
3961seudomonas_783	2309
2211seudomonas_320	2210
4882seudomonas_328	2003
4033seudomonas_855	1610
2777seudomonas_71	1480
2212seudomonas_321	1420
3289seudomonas_111	1325
184seudomonas_184	1305
3923seudomonas_745	1302
3295seudomonas_117	1233
1930seudomonas_39	1192
234seudomonas_234	1110
6367seudomonas_195	1103
1895seudomonas_4	1041
4045seudomonas_867	1037
3468seudomonas_290	1003
4655seudomonas_101	981
2216seudomonas_325	951
824seudomonas_18	942
2215seudomonas_324	853
3294seudomonas_116	844
5451seudomonas_40	841
2565seudomonas_339	750
4687seudomonas_133	688
3837seudomonas_659	685
2418seudomonas_192	683
1255seudomonas_449	657
2185seudomonas_294	642
4692seudomonas_138	629
658seudomonas_658	611
2932seudomonas_226	603
6415seudomonas_243	587
6081seudomonas_31	583
826seudomonas_20	580
4487seudomonas_1309	576
3299seudomonas_121	573
6097seudomonas_47	536
2891seudomonas_185	531
6295seudomonas_123	528
4057seudomonas_879	520
5633seudomonas_35	516
2410seudomonas_184	510
4436seudomonas_1258	477
3298seudomonas_120	461
2521seudomonas_295	457
3772seudomonas_594	454
6228seudomonas_56	451
1929seudomonas_38	439
1503seudomonas_128	432
3981seudomonas_803	420
67seudomonas_67	417
4138seudomonas_960	412
5595seudomonas_184	407
2092seudomonas_201	401
2206seudomonas_315	398
4272seudomonas_1094	386
885seudomonas_79	375
2188seudomonas_297	373
4727seudomonas_173	373
3302seudomonas_124	367
180seudomonas_180	366
1386seudomonas_11	354
3903seudomonas_725	349
2217seudomonas_326	344
2890seudomonas_184	344
827seudomonas_21	343
3639seudomonas_461	341
192seudomonas_192	322
1504seudomonas_129	321
5491seudomonas_80	321
359seudomonas_359	320
822seudomonas_16	320
3056seudomonas_350	315
4711seudomonas_157	313
2409seudomonas_183	307
1922seudomonas_31	302
2610seudomonas_384	301
2784seudomonas_78	292
4800seudomonas_246	292
3291seudomonas_113	283
2203seudomonas_312	280
3046seudomonas_340	280
5582seudomonas_171	277
1427seudomonas_52	275
3136seudomonas_67	273
6355seudomonas_183	273
3305seudomonas_127	268
2209seudomonas_318	264
2043seudomonas_152	263
984seudomonas_178	262
221seudomonas_221	260
5577seudomonas_166	260
4748seudomonas_194	257
3227seudomonas_49	254
4868seudomonas_314	250
3499seudomonas_321	249
5292seudomonas_274	245
6361seudomonas_189	243
6091seudomonas_41	242
2219seudomonas_328	240
2183seudomonas_292	239
3285seudomonas_107	238
956seudomonas_150	237
70seudomonas_70	236
3405seudomonas_227	235
1934seudomonas_43	234
3481seudomonas_303	232
3958seudomonas_780	232
2200seudomonas_309	230
2563seudomonas_337	230
2798seudomonas_92	230
4357seudomonas_1179	230
2218seudomonas_327	229
4694seudomonas_140	229
4029seudomonas_851	227
4974seudomonas_420	227
3661seudomonas_483	226
5009seudomonas_455	226
6184seudomonas_12	226
2099seudomonas_208	224
3931seudomonas_753	224
1446seudomonas_71	223
1122seudomonas_316	221
2606seudomonas_380	221
902seudomonas_96	221
3475seudomonas_297	220
1981seudomonas_90	217
2193seudomonas_302	217
720seudomonas_720	217
4450seudomonas_1272	216
2192seudomonas_301	215
3599seudomonas_421	213
2523seudomonas_297	212
3417seudomonas_239	212
4689seudomonas_135	212
4779seudomonas_225	210
941seudomonas_135	209
1874seudomonas_62	207
4454seudomonas_1276	207
4806seudomonas_252	205
807seudomonas_1	205
1801seudomonas_194	204
3960seudomonas_782	204
4740seudomonas_186	204
188seudomonas_188	203
2968seudomonas_262	203
2944seudomonas_238	202
2522seudomonas_296	201
2502seudomonas_276	200
2424seudomonas_198	199
2059seudomonas_168	198
2406seudomonas_180	195
3905seudomonas_727	194
6413seudomonas_241	194
4647seudomonas_93	193
5262seudomonas_244	192
2797seudomonas_91	191
3957seudomonas_779	191
4164seudomonas_986	189
4435seudomonas_1257	186
5446seudomonas_35	186
884seudomonas_78	186
1952seudomonas_61	185
4818seudomonas_264	185
5626seudomonas_28	184
1260seudomonas_2	183
223seudomonas_223	183
4337seudomonas_1159	181
3621seudomonas_443	179
2466seudomonas_240	178
3066seudomonas_360	178
3637seudomonas_459	178
3968seudomonas_790	178
1936seudomonas_45	176
3618seudomonas_440	176
936seudomonas_130	175
3065seudomonas_359	173
3651seudomonas_473	173
2608seudomonas_382	172
3250seudomonas_72	170
3924seudomonas_746	170
3064seudomonas_358	169
1340seudomonas_82	168
4486seudomonas_1308	168
