protein id	RAW
2211seudomonas_320	3308
4686seudomonas_132	3115
6209seudomonas_37	2804
4045seudomonas_867	2474
5945seudomonas_347	2150
3923seudomonas_745	1880
1929seudomonas_38	1830
6081seudomonas_31	1794
1951seudomonas_60	1696
2212seudomonas_321	1589
435seudomonas_435	1432
3405seudomonas_227	1368
1255seudomonas_449	1118
2418seudomonas_192	989
3294seudomonas_116	968
4655seudomonas_101	886
3961seudomonas_783	862
5622seudomonas_24	858
1386seudomonas_11	843
4799seudomonas_245	809
3064seudomonas_358	804
6128seudomonas_78	787
3837seudomonas_659	767
4033seudomonas_855	757
3639seudomonas_461	739
2409seudomonas_183	725
3890seudomonas_712	689
1427seudomonas_52	673
2503seudomonas_277	668
1122seudomonas_316	628
2410seudomonas_184	591
2667seudomonas_441	583
3289seudomonas_111	581
4057seudomonas_879	576
3056seudomonas_350	535
4687seudomonas_133	530
4882seudomonas_328	528
3295seudomonas_117	512
4487seudomonas_1309	512
4978seudomonas_424	502
5359seudomonas_341	491
4695seudomonas_141	480
1066seudomonas_260	458
1309seudomonas_51	450
1981seudomonas_90	446
234seudomonas_234	442
2777seudomonas_71	439
3903seudomonas_725	437
3957seudomonas_779	434
3296seudomonas_118	428
3262seudomonas_84	414
6295seudomonas_123	411
5491seudomonas_80	408
1895seudomonas_4	405
180seudomonas_180	393
941seudomonas_135	392
6228seudomonas_56	388
1305seudomonas_47	384
1146seudomonas_340	380
4272seudomonas_1094	380
3481seudomonas_303	373
4634seudomonas_80	361
5451seudomonas_40	361
3468seudomonas_290	356
5633seudomonas_35	351
2921seudomonas_215	345
3287seudomonas_109	343
4358seudomonas_1180	340
4577seudomonas_23	339
6078seudomonas_28	319
2565seudomonas_339	317
6027seudomonas_429	315
1595seudomonas_220	309
2397seudomonas_171	302
1339seudomonas_81	298
3661seudomonas_483	297
2610seudomonas_384	296
4692seudomonas_138	286
1930seudomonas_39	285
2904seudomonas_198	276
1947seudomonas_56	275
3066seudomonas_360	272
3305seudomonas_127	268
6355seudomonas_183	266
4694seudomonas_140	265
3499seudomonas_321	264
5353seudomonas_335	262
2968seudomonas_262	258
3510seudomonas_332	256
966seudomonas_160	255
4689seudomonas_135	246
4152seudomonas_974	242
184seudomonas_184	240
5595seudomonas_184	230
5632seudomonas_34	229
6415seudomonas_243	229
4647seudomonas_93	225
2152seudomonas_261	222
3981seudomonas_803	222
4454seudomonas_1276	221
2099seudomonas_208	219
913seudomonas_107	212
3718seudomonas_540	208
1936seudomonas_45	207
2502seudomonas_276	207
3650seudomonas_472	206
1330seudomonas_72	205
3772seudomonas_594	205
1503seudomonas_128	200
4779seudomonas_225	200
1092seudomonas_286	198
2405seudomonas_179	197
1452seudomonas_77	195
