protein id	RAW
5945seudomonas_347	14162
3837seudomonas_659	4902
435seudomonas_435	3702
1929seudomonas_38	2462
2667seudomonas_441	2104
3294seudomonas_116	1306
5052seudomonas_34	1275
1255seudomonas_449	1230
4655seudomonas_101	1123
6209seudomonas_37	968
2904seudomonas_198	943
1305seudomonas_47	925
4686seudomonas_132	844
5105seudomonas_87	840
2418seudomonas_192	828
4045seudomonas_867	753
2212seudomonas_321	631
3295seudomonas_117	615
5451seudomonas_40	595
1146seudomonas_340	589
1092seudomonas_286	582
2777seudomonas_71	563
4057seudomonas_879	536
4375seudomonas_1197	519
1339seudomonas_81	485
1895seudomonas_4	482
1951seudomonas_60	482
3296seudomonas_118	475
4799seudomonas_245	465
2211seudomonas_320	453
1930seudomonas_39	437
3305seudomonas_127	436
3957seudomonas_779	383
1309seudomonas_51	373
6228seudomonas_56	368
6415seudomonas_243	359
1452seudomonas_77	356
1595seudomonas_220	353
4956seudomonas_402	344
3860seudomonas_682	336
4272seudomonas_1094	329
1386seudomonas_11	323
168seudomonas_168	321
1066seudomonas_260	309
3981seudomonas_803	299
5491seudomonas_80	298
5380seudomonas_362	294
3923seudomonas_745	293
234seudomonas_234	289
3961seudomonas_783	288
6202seudomonas_30	287
2092seudomonas_201	272
11seudomonas_11	268
2923seudomonas_217	263
2397seudomonas_171	257
6027seudomonas_429	249
3639seudomonas_461	246
4978seudomonas_424	246
4882seudomonas_328	236
2921seudomonas_215	235
6111seudomonas_61	235
5264seudomonas_246	234
2216seudomonas_325	233
3287seudomonas_109	232
5632seudomonas_34	226
5417seudomonas_6	222
5131seudomonas_113	219
6081seudomonas_31	219
922seudomonas_116	219
5595seudomonas_184	212
2968seudomonas_262	209
4033seudomonas_855	209
2736seudomonas_30	208
1122seudomonas_316	205
1981seudomonas_90	204
3056seudomonas_350	192
1476seudomonas_101	187
4647seudomonas_93	186
1427seudomonas_52	181
4687seudomonas_133	173
5582seudomonas_171	171
1293seudomonas_35	169
1882seudomonas_70	168
3214seudomonas_36	167
647seudomonas_647	162
6367seudomonas_195	161
4868seudomonas_314	159
5263seudomonas_245	159
3903seudomonas_725	157
3498seudomonas_320	156
3599seudomonas_421	156
4457seudomonas_1279	155
6355seudomonas_183	155
3262seudomonas_84	152
3481seudomonas_303	152
5513seudomonas_102	152
720seudomonas_720	152
3066seudomonas_360	147
1356seudomonas_98	146
3289seudomonas_111	143
184seudomonas_184	142
4379seudomonas_1201	142
2183seudomonas_292	140
4525seudomonas_1347	140
1954seudomonas_63	139
5446seudomonas_35	139
2043seudomonas_152	138
913seudomonas_107	135
2502seudomonas_276	134
4712seudomonas_158	133
1948seudomonas_57	132
1330seudomonas_72	130
4307seudomonas_1129	130
672seudomonas_672	130
4895seudomonas_341	129
2215seudomonas_324	126
2564seudomonas_338	126
2148seudomonas_257	125
4747seudomonas_193	125
4695seudomonas_141	121
1357seudomonas_99	120
2586seudomonas_360	120
4677seudomonas_123	120
3302seudomonas_124	117
6088seudomonas_38	117
1588seudomonas_213	115
1922seudomonas_31	113
1336seudomonas_78	111
