protein id	RAW
4686seudomonas_132	7544
1951seudomonas_60	4265
4799seudomonas_245	3604
2211seudomonas_320	3356
435seudomonas_435	2820
2212seudomonas_321	2601
3961seudomonas_783	2271
5945seudomonas_347	2255
3923seudomonas_745	2099
3295seudomonas_117	2055
3772seudomonas_594	1959
3289seudomonas_111	1831
4687seudomonas_133	1804
2418seudomonas_192	1783
2410seudomonas_184	1650
2777seudomonas_71	1648
3903seudomonas_725	1550
2409seudomonas_183	1532
6081seudomonas_31	1513
184seudomonas_184	1440
4045seudomonas_867	1413
1930seudomonas_39	1337
4033seudomonas_855	1323
4057seudomonas_879	1291
6209seudomonas_37	1286
1305seudomonas_47	1271
5451seudomonas_40	1270
4689seudomonas_135	1246
984seudomonas_178	1228
3294seudomonas_116	1159
3296seudomonas_118	1077
1504seudomonas_129	1052
1503seudomonas_128	1040
1595seudomonas_220	1000
1122seudomonas_316	999
4727seudomonas_173	975
4655seudomonas_101	973
234seudomonas_234	968
5491seudomonas_80	926
5595seudomonas_184	906
4779seudomonas_225	875
3837seudomonas_659	861
4882seudomonas_328	860
6228seudomonas_56	848
385seudomonas_385	839
1255seudomonas_449	824
4436seudomonas_1258	797
2183seudomonas_292	784
3481seudomonas_303	765
4272seudomonas_1094	737
5633seudomonas_35	732
3599seudomonas_421	725
6295seudomonas_123	708
966seudomonas_160	695
5632seudomonas_34	692
647seudomonas_647	685
4800seudomonas_246	682
6355seudomonas_183	680
3651seudomonas_473	669
3639seudomonas_461	666
2152seudomonas_261	657
4647seudomonas_93	655
6415seudomonas_243	653
3262seudomonas_84	636
5626seudomonas_28	634
4658seudomonas_104	620
3285seudomonas_107	567
3957seudomonas_779	565
3064seudomonas_358	528
1895seudomonas_4	524
824seudomonas_18	522
2784seudomonas_78	521
2216seudomonas_325	507
4764seudomonas_210	476
1588seudomonas_213	471
359seudomonas_359	467
5582seudomonas_171	463
1386seudomonas_11	460
2610seudomonas_384	457
2640seudomonas_414	456
3305seudomonas_127	456
2890seudomonas_184	453
1427seudomonas_52	452
3417seudomonas_239	449
5577seudomonas_166	436
6055seudomonas_5	434
3299seudomonas_121	428
4692seudomonas_138	426
826seudomonas_20	424
6141seudomonas_91	422
4759seudomonas_205	421
922seudomonas_116	420
3661seudomonas_483	418
2215seudomonas_324	413
3066seudomonas_360	412
1121seudomonas_315	411
3649seudomonas_471	407
3981seudomonas_803	403
3637seudomonas_459	401
3468seudomonas_290	397
902seudomonas_96	397
4711seudomonas_157	390
3070seudomonas_1	386
3056seudomonas_350	381
223seudomonas_223	378
5665seudomonas_67	375
2891seudomonas_185	369
4486seudomonas_1308	366
2565seudomonas_339	365
221seudomonas_221	363
6196seudomonas_24	361
2217seudomonas_326	354
3650seudomonas_472	354
3621seudomonas_443	352
1066seudomonas_260	350
885seudomonas_79	347
5664seudomonas_66	346
1330seudomonas_72	338
3227seudomonas_49	337
4338seudomonas_1160	330
1929seudomonas_38	329
4435seudomonas_1257	329
4870seudomonas_316	326
