protein id	RAW
4799seudomonas_245	7371
5945seudomonas_347	4751
1951seudomonas_60	2896
2667seudomonas_441	2344
4045seudomonas_867	2159
2211seudomonas_320	2011
2212seudomonas_321	1922
3295seudomonas_117	1734
4033seudomonas_855	1603
3289seudomonas_111	1444
3296seudomonas_118	1259
1504seudomonas_129	1256
2216seudomonas_325	1185
4686seudomonas_132	1055
4057seudomonas_879	1016
4882seudomonas_328	985
2777seudomonas_71	931
3923seudomonas_745	931
1503seudomonas_128	916
2215seudomonas_324	877
234seudomonas_234	861
3837seudomonas_659	850
4692seudomonas_138	843
6415seudomonas_243	816
2092seudomonas_201	807
6081seudomonas_31	780
913seudomonas_107	755
5633seudomonas_35	725
1386seudomonas_11	715
2521seudomonas_295	684
3064seudomonas_358	656
3903seudomonas_725	633
3961seudomonas_783	579
4164seudomonas_986	566
1930seudomonas_39	554
2410seudomonas_184	551
6228seudomonas_56	546
4711seudomonas_157	544
6295seudomonas_123	507
4486seudomonas_1308	501
3294seudomonas_116	469
2409seudomonas_183	468
1895seudomonas_4	450
824seudomonas_18	445
3661seudomonas_483	443
4487seudomonas_1309	441
4694seudomonas_140	432
5009seudomonas_455	410
2418seudomonas_192	393
2784seudomonas_78	393
5582seudomonas_171	391
2932seudomonas_226	389
984seudomonas_178	389
3299seudomonas_121	388
6097seudomonas_47	384
3468seudomonas_290	382
1122seudomonas_316	379
1066seudomonas_260	370
2797seudomonas_91	368
5451seudomonas_40	367
4732seudomonas_178	362
6401seudomonas_229	353
902seudomonas_96	352
4759seudomonas_205	346
2565seudomonas_339	342
3981seudomonas_803	335
6355seudomonas_183	333
956seudomonas_150	329
3056seudomonas_350	324
3285seudomonas_107	324
192seudomonas_192	318
1255seudomonas_449	314
4800seudomonas_246	314
180seudomonas_180	313
4375seudomonas_1197	311
1401seudomonas_26	309
2185seudomonas_294	306
3639seudomonas_461	303
435seudomonas_435	303
4272seudomonas_1094	302
1305seudomonas_47	299
1801seudomonas_194	299
4687seudomonas_133	297
6395seudomonas_223	296
3637seudomonas_459	287
2192seudomonas_301	279
2186seudomonas_295	274
221seudomonas_221	272
223seudomonas_223	269
3481seudomonas_303	267
149seudomonas_149	259
3214seudomonas_36	258
3136seudomonas_67	255
3405seudomonas_227	254
3417seudomonas_239	253
5491seudomonas_80	253
2466seudomonas_240	251
4779seudomonas_225	248
2183seudomonas_292	247
2799seudomonas_93	247
2610seudomonas_384	236
4658seudomonas_104	234
2152seudomonas_261	233
2524seudomonas_298	233
4378seudomonas_1200	233
826seudomonas_20	229
5632seudomonas_34	224
2206seudomonas_315	223
4337seudomonas_1159	222
4436seudomonas_1258	220
5958seudomonas_360	219
2944seudomonas_238	215
1427seudomonas_52	214
4128seudomonas_950	214
4727seudomonas_173	214
2179seudomonas_288	212
4764seudomonas_210	211
5513seudomonas_102	210
5664seudomonas_66	210
5626seudomonas_28	209
941seudomonas_135	208
1946seudomonas_55	206
2891seudomonas_185	205
3957seudomonas_779	205
3475seudomonas_297	204
2043seudomonas_152	199
4965seudomonas_411	199
885seudomonas_79	195
6229seudomonas_57	194
1929seudomonas_38	193
3924seudomonas_746	192
5974seudomonas_376	191
2059seudomonas_168	189
5595seudomonas_184	188
3599seudomonas_421	187
3931seudomonas_753	185
1947seudomonas_56	184
3305seudomonas_127	181
4465seudomonas_1287	180
5577seudomonas_166	179
4868seudomonas_314	178
6196seudomonas_24	178
1092seudomonas_286	177
1309seudomonas_51	175
3651seudomonas_473	175
3302seudomonas_124	172
2188seudomonas_297	171
3772seudomonas_594	171
4739seudomonas_185	169
4655seudomonas_101	168
1981seudomonas_90	167
2522seudomonas_296	167
2798seudomonas_92	167
3474seudomonas_296	165
3881seudomonas_703	164
4165seudomonas_987	161
2068seudomonas_177	160
3622seudomonas_444	160
3499seudomonas_321	159
2609seudomonas_383	158
3065seudomonas_359	157
184seudomonas_184	156
4300seudomonas_1122	155
5008seudomonas_454	155
3262seudomonas_84	150
4600seudomonas_46	150
4029seudomonas_851	149
4379seudomonas_1201	149
809seudomonas_3	149
1293seudomonas_35	147
4861seudomonas_307	147
